"id","Postcode","Latitude","Longitude","Easting","Northing","GridRef","District","Ward","DistrictCode","WardCode","Country","CountyCode","Constituency","TypeArea"
10642,"AB2 9EQ",57.184078,-2.184121,388969,810377,"NJ889103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10643,"AB2 9ER",57.182397,-2.184592,388940,810190,"NJ889101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10644,"AB2 9ES",57.182804,-2.183105,389030,810235,"NJ890102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10645,"AB2 9ET",57.181306,-2.181609,389120,810068,"NJ891100","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10646,"AB2 9EU",57.181736,-2.182075,389092,810116,"NJ890101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10647,"AB2 9EX",57.180736,-2.184071,388971,810005,"NJ889100","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10648,"AB2 9EY",57.180987,-2.184718,388932,810033,"NJ889100","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10649,"AB2 9HA",57.181342,-2.187531,388762,810073,"NJ887100","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10650,"AB2 9HB",57.179985,-2.182016,389095,809921,"NJ890099","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10651,"AB2 9HD",57.178107,-2.169189,389870,809710,"NJ898097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10652,"AB2 9HE",57.179634,-2.169394,389858,809880,"NJ898098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10653,"AB2 9HF",57.179452,-2.171014,389760,809860,"NJ897098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10654,"AB2 9HH",57.179677,-2.170833,389771,809885,"NJ897098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10655,"AB2 9HJ",57.182052,-2.174831,389530,810150,"NJ895101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10656,"AB2 9HL",57.19068,-2.171728,389720,811110,"NJ897111","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10657,"AB2 9HN",57.185796,-2.176337,389440,810567,"NJ894105","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10658,"AB2 9HP",57.185823,-2.176503,389430,810570,"NJ894105","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10659,"AB2 9HQ",57.183867,-2.181175,389147,810353,"NJ891103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10660,"AB2 9HR",57.184343,-2.181029,389156,810406,"NJ891104","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10661,"AB2 9HS",57.187881,-2.181973,389100,810800,"NJ891108","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10662,"AB2 9HT",57.185708,-2.18135,389137,810558,"NJ891105","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10663,"AB2 9HU",57.187973,-2.180319,389200,810810,"NJ892108","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10664,"AB2 9HW",57.188226,-2.179675,389239,810838,"NJ892108","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10665,"AB2 9HX",57.188014,-2.17653,389429,810814,"NJ894108","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10666,"AB2 9HY",57.189636,-2.17983,389230,810995,"NJ892109","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10667,"AB2 9HZ",57.184082,-2.199324,388050,810380,"NJ880103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Accessible rural area"
10668,"AB2 9JA",57.190128,-2.180991,389160,811050,"NJ891110","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10669,"AB2 9JB",57.189967,-2.180576,389185,811032,"NJ891110","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10670,"AB2 9JD",57.190265,-2.179668,389240,811065,"NJ892110","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10671,"AB2 9JE",57.190683,-2.182168,389089,811112,"NJ890111","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10672,"AB2 9JH",57.190897,-2.183195,389027,811136,"NJ890111","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10673,"AB2 9JJ",57.191226,-2.185662,388878,811173,"NJ888111","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10674,"AB2 9JL",57.190929,-2.186323,388838,811140,"NJ888111","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10675,"AB2 9JN",57.189699,-2.185638,388879,811003,"NJ888110","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10676,"AB2 9JP",57.19033,-2.183987,388979,811073,"NJ889110","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10677,"AB2 9JQ",57.189973,-2.182479,389070,811033,"NJ890110","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10678,"AB2 9JR",57.189684,-2.183669,388998,811001,"NJ889110","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10679,"AB2 9JS",57.191862,-2.180801,389172,811243,"NJ891112","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10680,"AB2 9JT",57.190969,-2.177355,389380,811143,"NJ893111","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10681,"AB2 9JU",57.192097,-2.179611,389244,811269,"NJ892112","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10682,"AB2 9JX",57.194,-2.181076,389156,811481,"NJ891114","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10683,"AB2 9JY",57.191368,-2.180964,389162,811188,"NJ891111","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10684,"AB2 9LA",57.193898,-2.176724,389419,811469,"NJ894114","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Accessible rural area"
10685,"AB2 9LB",57.177488,-2.168871,389889,809641,"NJ898096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10686,"AB2 9LD",57.177048,-2.168688,389900,809592,"NJ899095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10687,"AB2 9LE",57.177556,-2.171502,389730,809649,"NJ897096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10688,"AB2 9LF",57.173184,-2.156035,390664,809160,"NJ906091","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10689,"AB2 9LG",57.175353,-2.16691,390007,809403,"NJ900094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10690,"AB2 9LJ",57.176802,-2.171085,389755,809565,"NJ897095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10691,"AB2 9LL",57.177242,-2.171434,389734,809614,"NJ897096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10692,"AB2 9LN",57.177904,-2.17324,389625,809688,"NJ896096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10693,"AB2 9LP",57.176475,-2.167047,389999,809528,"NJ899095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10694,"AB2 9LQ",57.177104,-2.166935,390006,809598,"NJ900095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10695,"AB2 9LR",57.176837,-2.164932,390127,809568,"NJ901095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10696,"AB2 9LS",57.176452,-2.164054,390180,809525,"NJ901095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10697,"AB2 9LT",57.175436,-2.164628,390145,809412,"NJ901094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10698,"AB2 9LX",57.17506,-2.163882,390190,809370,"NJ901093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10699,"AB2 9LZ",57.179823,-2.175532,389487,809902,"NJ894099","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10700,"AB2 9NA",57.175574,-2.162644,390265,809427,"NJ902094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10701,"AB2 9NB",57.17451,-2.158968,390487,809308,"NJ904093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10702,"AB2 9ND",57.173678,-2.155971,390668,809215,"NJ906092","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10703,"AB2 9NJ",57.175602,-2.161735,390320,809430,"NJ903094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10704,"AB2 9NL",57.173627,-2.15344,390821,809209,"NJ908092","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10705,"AB2 9NN",57.173441,-2.150926,390973,809188,"NJ909091","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10706,"AB2 9NP",57.175716,-2.156591,390631,809442,"NJ906094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10707,"AB2 9NQ",57.17852,-2.162773,390258,809755,"NJ902097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10708,"AB2 9NR",57.1754,-2.157864,390554,809407,"NJ905094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10709,"AB2 9NS",57.175657,-2.153399,390824,809435,"NJ908094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10710,"AB2 9NT",57.178461,-2.16001,390425,809748,"NJ904097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10711,"AB2 9NU",57.179167,-2.169243,389867,809828,"NJ898098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10712,"AB2 9NX",57.177432,-2.163777,390197,809634,"NJ901096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10713,"AB2 9NY",57.176161,-2.160166,390415,809492,"NJ904094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10714,"AB2 9PA",57.179377,-2.167193,389991,809851,"NJ899098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10715,"AB2 9PB",57.178485,-2.168644,389903,809752,"NJ899097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10716,"AB2 9PD",57.175458,-2.175527,389486,809416,"NJ894094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10717,"AB2 9PE",57.178188,-2.169222,389868,809719,"NJ898097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10718,"AB2 9PL",57.175024,-2.189682,388630,809370,"NJ886093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10719,"AB2 9PN",57.175074,-2.191965,388492,809376,"NJ884093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10720,"AB2 9PP",57.17582,-2.192019,388489,809459,"NJ884094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10721,"AB2 9PQ",57.177185,-2.191893,388497,809611,"NJ884096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10722,"AB2 9PR",57.175614,-2.191257,388535,809436,"NJ885094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10723,"AB2 9PS",57.17726,-2.190091,388606,809619,"NJ886096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10724,"AB2 9PT",57.176729,-2.190535,388579,809560,"NJ885095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10725,"AB2 9PX",57.176472,-2.188565,388698,809531,"NJ886095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10726,"AB2 9QA",57.176066,-2.189556,388638,809486,"NJ886094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10727,"AB2 9QB",57.175732,-2.190827,388561,809449,"NJ885094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10728,"AB2 9QD",57.17569,-2.188611,388695,809444,"NJ886094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10729,"AB2 9QE",57.177166,-2.186601,388817,809608,"NJ888096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10730,"AB2 9QF",57.175926,-2.186909,388798,809470,"NJ887094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10731,"AB2 9QH",57.179734,-2.193643,388392,809895,"NJ883098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10732,"AB2 9QJ",57.175558,-2.186576,388818,809429,"NJ888094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10733,"AB2 9QL",57.177048,-2.187443,388766,809595,"NJ887095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10734,"AB2 9QN",57.178023,-2.184355,388953,809703,"NJ889097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10735,"AB2 9QP",57.177064,-2.188767,388686,809597,"NJ886095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10736,"AB2 9QQ",57.178196,-2.188971,388674,809723,"NJ886097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10737,"AB2 9QR",57.179411,-2.187356,388772,809858,"NJ887098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10738,"AB2 9QS",57.179455,-2.18815,388724,809863,"NJ887098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10739,"AB2 9QT",57.179596,-2.189904,388618,809879,"NJ886098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
